iter	Logloss
265	0.02180637539
266	0.02169602279
267	0.02147040858
268	0.02144655911
269	0.02130957779
270	0.02125325973
271	0.02110097697
272	0.02103968182
273	0.02094678976
274	0.02079263708
275	0.0206457027
276	0.0204732924
277	0.02039359842
278	0.02025043706
279	0.02017524822
280	0.02015961872
281	0.01999717112
282	0.01988240224
283	0.01976454045
284	0.01969313707
285	0.01959984772
286	0.01940778393
287	0.01927897333
288	0.01912749702
289	0.01897990161
290	0.01892129686
291	0.01879128986
292	0.01873659026
293	0.01871734944
294	0.0186487968
295	0.01848007316
296	0.01837453526
297	0.01835633085
298	0.01829772519
299	0.01820925066
300	0.01811323815
301	0.01808073953
302	0.0180807305
303	0.01802199805
304	0.017923997
305	0.01791726524
306	0.0178627098
307	0.01779383255
308	0.01772123486
309	0.01765333746
310	0.01755279983
311	0.01748086856
312	0.01742662847
313	0.01728577403
314	0.01724889131
315	0.0172330067
316	0.01714615823
317	0.0170525026
318	0.01701476626
319	0.01699715474
320	0.01691121895
321	0.01690031523
322	0.0168446619
323	0.01669258281
324	0.01658447324
325	0.01651213839
326	0.01640205424
327	0.01635369632
328	0.01630971028
329	0.01629981151
330	0.01616786746
331	0.0161072606
332	0.01605537143
333	0.01603960128
334	0.01599545341
335	0.01596366499
336	0.01592209107
337	0.01582763393
338	0.0157657569
339	0.01567890168
340	0.0156377515
341	0.01561641154
342	0.01554352739
343	0.01550887283
344	0.01547017334
345	0.01542291416
346	0.01539646685
347	0.01534005704
348	0.01524029501
349	0.01519888172
350	0.01514021253
351	0.01496048273
352	0.01486773393
353	0.01481847548
354	0.01476882225
355	0.01474750539
356	0.01470429785
357	0.01459153535
358	0.01453150554
359	0.01450080564
360	0.01444451279
361	0.01437409369
362	0.01433544472
363	0.01426014709
364	0.01418802539
365	0.01418800183
366	0.01416949233
367	0.01412368843
368	0.01412006775
369	0.01401641415
370	0.01397286571
371	0.01383776999
372	0.01376859663
373	0.01372120459
374	0.01372121635
375	0.01370272326
376	0.01367172817
377	0.01362375544
378	0.01355721207
379	0.01349742119
380	0.01349673427
381	0.01346999408
382	0.01342862111
383	0.01335591536
384	0.01325259523
385	0.01320720014
386	0.01320607891
387	0.0131688223
388	0.01312598384
389	0.01308113991
390	0.01298074939
391	0.01293792001
392	0.01289464803
393	0.01287260349
394	0.01285645376
395	0.01274671104
396	0.01272914068
397	0.01263911868
398	0.0125979341
399	0.0125097211
400	0.01245432037
401	0.01239818225
402	0.01237167935
403	0.01233391047
404	0.01226009764
405	0.01217828089
406	0.01211044493
407	0.01207078534
408	0.01204543762
409	0.01204542223
410	0.01199349655
411	0.01193908596
412	0.01186311855
413	0.01184949122
414	0.01178778873
415	0.01171210415
416	0.01167654401
417	0.01164840749
418	0.01150992218
419	0.0114661674
420	0.01141121439
421	0.01138211654
422	0.01131809919
423	0.01130086764
424	0.01127279989
425	0.01124473259
426	0.01122550506
427	0.01118569824
428	0.01117004119
429	0.01116201905
430	0.01114790977
431	0.01105705288
432	0.01105637623
433	0.01104203364
434	0.01099475959
435	0.01099472774
436	0.01097421023
437	0.01097414476
438	0.01092000188
439	0.01088972931
440	0.01085359399
441	0.01079356026
442	0.01077336855
443	0.010756665
444	0.01070600522
445	0.01067815681
446	0.01065524631
447	0.01063341702
448	0.01058905106
449	0.0105732565
450	0.0105381318
451	0.0104657748
452	0.01044490775
453	0.01040088179
454	0.01036025411
455	0.01029614131
456	0.01028461756
457	0.01028462494
458	0.01023943193
459	0.01020629828
460	0.0101817071
461	0.01015167254
462	0.01010564175
463	0.01010562812
464	0.01010134153
465	0.01009913296
466	0.01005540163
467	0.0100182227
468	0.01000097997
469	0.009962131478
470	0.00992328475
471	0.009923226665
472	0.009893761501
473	0.009865662063
474	0.009865530334
475	0.009842178202
476	0.00980662851
477	0.009774464771
478	0.009746318432
479	0.009745816896
480	0.009745779592
481	0.009738642762
482	0.009721323887
483	0.009721269265
484	0.009721213847
485	0.009668663588
486	0.009632315685
487	0.009608883153
488	0.009590861059
489	0.009589738294
490	0.009575490811
491	0.009553164918
492	0.009553130339
493	0.009536012294
494	0.009536003209
495	0.00953020258
496	0.00950476765
497	0.00948261715
498	0.00940549632
499	0.009381667862
