iter	Logloss
0	0.5004520246
1	0.3801645242
2	0.3013575711
3	0.2494664681
4	0.2138810797
5	0.1886663359
6	0.1701845744
7	0.1477593552
8	0.1340613843
9	0.123349958
10	0.1149207435
11	0.1116928061
12	0.1060808554
13	0.1031551868
14	0.09969283272
15	0.09829227582
16	0.09592180594
17	0.0940688116
18	0.09237810424
19	0.09148939839
20	0.08985770478
21	0.08844421315
22	0.08720831052
23	0.0860440823
24	0.08484022536
25	0.08411574599
26	0.08335774786
27	0.08272744997
28	0.08135533943
29	0.08062337307
30	0.079671355
31	0.07861100154
32	0.07716255729
33	0.07655280046
34	0.07601723619
35	0.07542715702
36	0.07482529345
37	0.07404426536
38	0.07341333462
39	0.07236416381
40	0.07185659786
41	0.07132000996
42	0.0710712181
43	0.07045178931
44	0.06989443373
45	0.0693637121
46	0.06867716119
47	0.06774427863
48	0.06710180801
49	0.06652277059
50	0.06609187055
51	0.06560210183
52	0.06502365254
53	0.06450130815
54	0.06425602813
55	0.06371962141
56	0.06338246251
57	0.06311796233
58	0.06266323542
59	0.06227051834
60	0.06185570522
61	0.06128399172
62	0.06093630816
63	0.06058720118
64	0.06000543776
65	0.05958042147
66	0.05914949258
67	0.05880946783
68	0.05858334418
69	0.05828745486
70	0.05778312751
71	0.05742139315
72	0.05706853428
73	0.05679680285
74	0.05634010414
75	0.0559664023
76	0.05543611106
77	0.05510706662
78	0.05493152315
79	0.05452430507
80	0.05450368654
81	0.05425157891
82	0.0539343185
83	0.0538040904
84	0.0533532616
85	0.05278588642
86	0.05227061946
87	0.05208341682
88	0.05155618618
89	0.05109213993
90	0.05093537441
91	0.05071610591
92	0.0505285606
93	0.05027633225
94	0.05001882475
95	0.04965034818
96	0.04950211451
97	0.04920468168
98	0.04916696992
99	0.04876121268
100	0.04842872567
101	0.04792159902
102	0.04776061055
103	0.04764190888
104	0.04751217777
105	0.04711980325
106	0.04670448563
107	0.04653312888
108	0.0461468516
109	0.04588370415
110	0.04548449277
111	0.04517041646
112	0.04478470034
113	0.04466546243
114	0.04447065259
115	0.0442572486
116	0.04387799062
117	0.04378003289
118	0.04356519851
119	0.04332894789
120	0.04292969109
121	0.04272080955
122	0.04244066159
123	0.04237049748
124	0.04230774786
125	0.0420937064
126	0.04168155699
127	0.04139808383
128	0.04116847237
129	0.04105049805
130	0.04091049558
131	0.04065124771
132	0.04050433565
133	0.0402782312
134	0.03991315461
135	0.03966386309
136	0.03947723165
137	0.03910077126
138	0.03885779224
139	0.03857959892
140	0.03840577702
141	0.03819182289
142	0.03814924822
143	0.03803081682
144	0.03793737184
145	0.03788971265
146	0.03782690091
147	0.03763596062
148	0.03741960368
149	0.03733872413
150	0.03712158562
151	0.0366847665
152	0.03653011364
153	0.03641131078
154	0.03639953282
155	0.03623443781
156	0.03608011393
157	0.03575887184
158	0.03563054217
159	0.0354443062
160	0.0352870547
161	0.03506821671
162	0.03506332495
163	0.0349829135
164	0.03463528207
165	0.03460391535
166	0.03438553063
167	0.03425716565
168	0.03396826717
169	0.03386955064
170	0.03375383785
171	0.03356594885
172	0.03337980327
173	0.03330653036
174	0.03315607745
175	0.03308463727
176	0.03297877391
177	0.03288550875
178	0.03275369337
179	0.03247493924
180	0.03212695151
181	0.03204676173
182	0.03172853965
183	0.03148404926
184	0.03112884316
185	0.03094234334
186	0.03089860122
187	0.03070305387
188	0.03045736293
189	0.03026859986
190	0.03021598935
191	0.0301955808
192	0.02999967477
193	0.02988300871
194	0.02984877699
195	0.02983856616
196	0.02959071009
197	0.02951853961
198	0.02936821252
199	0.02927552794
200	0.02921583613
201	0.02909211199
202	0.02892385673
203	0.02886781201
204	0.02865388962
205	0.02844101487
206	0.02833558804
207	0.028255582
208	0.02825266567
209	0.02800954476
210	0.02783735073
211	0.02762637777
212	0.02743512405
213	0.02738822066
214	0.02735169384
215	0.02717542745
216	0.02700016646
217	0.02686758455
218	0.02665846675
219	0.02655385079
220	0.02644527313
221	0.02638606356
222	0.02629469877
223	0.02620048647
224	0.02601860557
225	0.02581323394
226	0.02574739952
227	0.02571266956
228	0.02547594268
229	0.025354162
230	0.02527885058
231	0.02511858713
232	0.02483706492
233	0.02481864424
234	0.02472878718
235	0.0246969221
236	0.02456219329
237	0.02443884753
238	0.02424649103
239	0.02421716282
240	0.02411082831
241	0.02397201884
242	0.02387614164
243	0.02374055006
244	0.02366473096
245	0.02356539649
246	0.02347213588
247	0.02332789196
248	0.02324066851
249	0.02308024586
250	0.02302444762
251	0.02289855528
252	0.02281350492
253	0.02256481969
254	0.0224706598
255	0.02247057991
256	0.02240166678
257	0.0223890466
258	0.02222839933
259	0.02217694838
260	0.02209651831
261	0.02200973184
262	0.02193533026
263	0.02190033286
264	0.02182996514
